الوحدة التدريبية,المرحلة التدريبية,القسم,التخصص,فعالية البرنامج,المقررات,الوحدات المعتمدة,الفصل التدريبي,عدد المقررات المطلوبة,عدد الوحدات المطلوبة,المقرر,اسم المقرر,محاضرة,عملي
الكلية التقنية,دبلوم,التقنية الكيميائية,تقنية المختبرات الكيميائية,برامج مفعله,26,65,الفصل التدريبي الرابع ,7,14,مكيم-271,الجودة في المختبرات الكيميائية,1,0
الكلية التقنية,دبلوم,التقنية الكيميائية,تقنية المختبرات الكيميائية,برامج مفعله,26,65,الفصل التدريبي الرابع ,7,14,نكيم-241,الصناعات الكيميائية,1,0
الكلية التقنية,دبلوم,التقنية الكيميائية,تقنية المختبرات الكيميائية,برامج مفعله,26,65,الفصل التدريبي الرابع ,7,14,نكيم-244,تكرير البترول,1,4
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,انجل-101,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,حاسب-101,مقدمة تطبيقات الحاسب,0,4
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,رياض-121,الرياضيات,4,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,عربي-101,الكتابة الفنية,2,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,فيزي-101,الفيزياء,2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,يمسح-101,الأمن والسلامة,1,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الأول ,7,17,يمسح-111,المساحة الأرضية(1),2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,انجل-103,لغة إنجليزية (3),4,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,رياد-282,ريادة الاعمال في مجال الهندسة المدنية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,يمسح-122,الرسم المساحي بالحاسب(1),0,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,يمسح-132,الحساب المساحي (2),2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,يمسح-213,المساحة الأرضية(3),2,4
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,يمسح-242,نظم المعلومات الجغرافية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثالث ,7,17,يمسح-251,المساحة التصويرية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,اسلم-101,الدراسات الإسلامية,2,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,انجل-102,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,رياد-101,أساسيات ريادة الأعمال,2,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,يمسح-112,المساحة الأرضية -2,2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,يمسح-121,الرسم المساحي,0,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,يمسح-131,الحساب المساحي(1),2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الثاني ,7,17,يمسح-141,نظم الملاحة العالمية بالاقمار الصناعية,2,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الخامس ,1,2, يمسح-288,المشروع الإنتاجي,0,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الخامس ,1,2,يمسح-299,التدريب التعاونى,0,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,اسلك-201,السلوك الوظيفي والمستقبل المهني,2,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-214,المساحة الأرضية(4),2,4
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-223,الرسم المساحي بالحاسب (2),0,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-252,المساحة الانشائية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-253,المساحة العقارية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-261,معايرة الأجهزة المساحية,1,2
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-271,الادارة للمساحين,1,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-272,الجودة في البيانات والاعمال المساحية,1,0
الكلية التقنية,دبلوم,تقنية المساحة,تقنية المساحة,برامج مفعله,31,71,الفصل التدريبي الرابع ,9,18,يمسح-281,المشروع,1,4
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,احصا-101,مقدمة في الإحصاء,3,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,ادار-101,مبادئ إدارة الأعمال,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,انجل-111,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,بشري-101,مبادئ ادارة الموارد البشرية,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,حاسب-101,مقدمة تطبيقات الحاسب,0,4
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,رياض-101,الرياضيات,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الأول ,7,19,عربي-101,الكتابة الفنية,2,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,انجل-113,لغة إنجليزية (3),4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,بشري-221,الاستقطاب والاختيار,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,بشري-222,تدريب وتنمية الموارد البشرية,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,بشري-223,إدارة نظم الأجور والتعويضات,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,بشري-230,إدارة الأداء,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثالث ,6,17,رياد-262,ريادة الاعمال في مجال الإدارة,1,2
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,انجل-112,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,بشري-111,تحليل وتقييم الوظائف,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,بشري-112,تخطيط الموارد البشرية,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,حاسب-102,تطبيقات الحاسب المتقدمة,0,4
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,رياد-101,أساسيات ريادة الأعمال,2,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الثاني ,6,15,محسب-101,مبادئ المحاسبة,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الخامس ,1,2, بشري-288,المشروع الإنتاجي,0,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الخامس ,1,2,بشري-299,التدريب التعاوني,0,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,اسلك-201,السلوك الوظيفي والمستقبل المهني,2,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,اسلم-101,الدراسات الإسلامية,2,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,بشري-232,إدارة الخدمة المدنية,4,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,بشري-241,مصطلحات انجليزية في إدارة المو,2,0
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,بشري-251,تطبيقات الحاسب الآلي في ادارة,0,4
الكلية التقنية,دبلوم,تقنية الاعمال,تقنية الموارد البشرية,برامج مفعله,26,65,الفصل التدريبي الرابع ,6,12,بشري-252,موضوعات مختارة في ادارة الموار,3,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,انجل-111,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,حاسب-101,مقدمة تطبيقات الحاسب,0,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,رياض-101,الرياضيات,4,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,عربي-101,الكتابة الفنية,2,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,كساء-101,السلامة المهنية,2,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,كساء-104,أسس تصميم الأزياء,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الأول ,7,15,كساء-113,تقنيات الخياطة,0,8
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,انجل-113,لغة إنجليزية (3),4,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,رياد-254,ريادة اعمال انتاج وتصميم الأزياء,1,2
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,كساء-222,مهارات التطريز,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,كساء-235,تصميم أقمشة,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,كساء-243,الملابس التقليدية,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثالث ,6,17,كساء-251,التشكيل المتقدم على المانيكان,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,انجل-112,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,حاسب-102,تطبيقات الحاسب المتقدمة,0,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,رياد-101,أساسيات ريادة الأعمال,2,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,كساء-111,رسم الباترونات,0,5
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,كساء-131,المنسوجات,0,2
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,كساء-151,التشكيل علي المانيكان,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الثاني ,7,16,كساء-215,تصميم الأزياء,1,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الخامس ,1,2, كساء-288,المشروع الإنتاجي,0,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الخامس ,1,2,كساء-299,التدريب التعاوني,0,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,اسلك-201,السلوك الوظيفي والمستقبل المهني,2,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,اسلم-101,الدراسات الإسلامية,2,0
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,كساء-226,تصميم أزياء بالحاسب الآلي,0,4
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,كساء-247,الملابس الخارجية,1,6
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,كساء-255,عروض الأزياء,1,6
الكلية التقنية,دبلوم,تقنية تصميم وتصنيع الأزياء,تقنية الموضة وتصميم الأزياء,برامج مفعله,27,70,الفصل التدريبي الرابع ,6,16,كساء-274,تسويق الأزياء والمنتجات,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,اجدق-111,هندسة كهربائية-1,2,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,الكت-102,ورشة تأهيلية,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,انجل-101,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,حاسب-101,مقدمة تطبيقات الحاسب,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,رياض-121,الرياضيات,4,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,عربي-101,الكتابة الفنية,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الأول ,7,18,فيزي-101,الفيزياء,2,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,اجدق-223,حاكمات دقيقة,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,اجطب-255,آلات كهربائية,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,اسلم-101,الدراسات الإسلامية,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,الكت-242,دوائرالكترونية,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,انجل-103,لغة إنجليزية (3),4,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,رياد-222,ريادة اعمال الالكترونيات,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,منتج-121,أساسيات التحكم النيوماتي والهيدروليكي,2,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثالث ,8,18,منتج-233,CADالرسم بمساعدة الحاسب,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,اجدق-112,هندسة كهربائية -2,2,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,اجدق-113,عناصر الكترونية وضوئية,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,اجدق-121,دوائر رقمية,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,اجدق-122,اساسيات البرمجة,0,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,الكت-103,ورشة الكترونيات أساسية,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,انجل-102,لغة إنجليزية (2),4,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,رياد-101,أساسيات ريادة الأعمال,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,منتج-131,الرسم الهندسي,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الثاني ,9,18,ميكس-211,الوصلات ونواقل الحركة,1,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الخامس ,1,2, ميكس-288,المشروع الإنتاجي,0,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الخامس ,1,2,ميكس-299,التدريب التعاوني,0,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,اجدق-233,ميكاترونيكس,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,اسلك-201,السلوك الوظيفي والمستقبل المهني,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,الكت-223,حساسات ومبدلات,1,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,الكت-234,حاكمات قابله للبرمجة,0,4
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,منتج-234,التصميم والتصنيع بالحاسب CAD/C,0,3
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,ميكس-212,المشغلات الكهربائية,2,0
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,ميكس-213,المركبات الكهربائية,0,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,ميكس-214,تطبيقات على المتحكمات الدقيقة,0,2
الكلية التقنية,دبلوم,التقنية الالكترونية,تقنية الميكاترونيكس,برامج مفعله,34,69,الفصل التدريبي الرابع ,9,14,ميكس-291,مشروع,1,2
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,انجل-101,لغة إنجليزية (1),4,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,انجل-101,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,انجل-101,لغة إنجليزية (1),4,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,حاسب-101,مقدمة تطبيقات الحاسب,0,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,حاسب-101,مقدمة تطبيقات الحاسب,0,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,حاسب-101,مقدمة تطبيقات الحاسب,0,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,رياض-101,الرياضيات,4,0
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,رياض-101,الرياضيات,4,0
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,رياض-101,الرياضيات,4,0
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,فيزي-101,الفيزياء,2,2
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,فيزي-101,الفيزياء,2,2
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,فيزي-101,الفيزياء,2,2
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-101,المهارات الاساسية للمصممين,2,2
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-101,المهارات الاساسية للمصممين,2,2
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-101,المهارات الاساسية للمصممين,2,2
الكلية التقنية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-141,التصميم المرئي-1,2,4
كلية الاتصالات والإلكترونيات,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-141,التصميم المرئي-1,2,4
كلية  التقنية التطبيقية,دبلوم,الحاسب وتقنية المعلومات,تقنية الوسائط المتعددة وتقنيات,برامج مفعله,26,70,الفصل التدريبي الأول ,6,18,ملتي-141,التصميم المرئي-1,2,4
